0.019901646	-0.032639973	0.077108465	0.11592417	0.07826266	0.065864734	-0.066970214	-0.047981378	-0.08900109	-0.0067297677	-0.09031125	0.077468574	-0.21633473	-0.16324878	-0.05495566	-0.10281395
0.09121413	0.047291823	0.03025301	0.10117119	0.050006106	0.064674735	0.08893331	-0.06994849	-0.10997818	0.08788792	-0.052114937	0.08879816	-0.103584476	-0.13251108	0.012580133	-0.051249493
0.17314596	0.20416099	-0.13532718	-0.15574916	-0.10661851	-0.1255289	0.20568025	0.1060915	-0.17312148	0.13564734	0.12812078	0.1939313	0.07912497	0.040450104	0.12135992	0.07067394
0.100003086	0.10030916	0.046854626	0.09526175	0.025164308	0.044065006	0.0703122	-0.03365274	-0.18579651	0.06385208	-0.047415733	0.18717438	-0.1245276	-0.13773942	-0.042938087	-0.12193162
0.068464436	0.08992072	0.009970664	-0.012317516	-0.035865884	0.018339228	0.11145722	0.06707045	-0.18359034	0.13935892	0.01788042	0.16234793	-0.0980273	-0.15010746	0.0031053352	-0.0135349035
0.0006595752	-0.019771978	0.057310883	0.13065913	0.13274916	0.10829785	-0.013955369	-0.10611852	-0.057079207	-0.06755833	-0.076456286	0.13821629	-0.1594618	-0.07277055	-0.10052291	-0.16317974
0.0873425	0.16887942	-0.051334124	-0.040869065	-0.11667737	-0.03198707	0.10037583	0.05147084	-0.14086822	0.097752236	0.010699714	0.13911217	-0.0826681	-0.022974176	0.08352416	0.015560588
0.07533194	0.062356196	-0.007026226	-0.06507717	-0.063606694	0.005274415	0.0810569	0.020013325	-0.17005645	0.14164318	0.0031863719	0.10684433	-0.040119402	-0.06083071	0.0062358896	0.053349894
0.20237406	0.2254826	-0.10419551	-0.0696961	-0.079693206	-0.14140002	0.18804614	0.16474932	-0.1841665	0.13127822	0.08962085	0.23488042	0.05169914	0.04608497	0.11655211	0.030193385
0.07606098	0.056100916	-0.029254077	0.027643058	-0.024479175	-0.0031718605	0.08338064	0.018806316	-0.109879985	0.094908305	0.028339062	0.17810974	-0.043261264	0.004228226	0.067280546	-0.030573161
-0.053646334	-0.054318536	0.17175046	0.13355072	0.16660042	0.17873798	-0.084233165	-0.09079605	-0.038525205	-0.09019352	-0.18061268	0.112022825	-0.14520238	-0.15500295	-0.16297695	-0.1570342
0.046675287	0.04897675	0.0062532346	0.081590354	0.015662985	0.06938566	0.023040887	-0.03822288	-0.10237348	-0.018504668	-0.035536822	0.174533	-0.11779341	-0.08376993	-0.03232985	-0.070639014
-0.05671228	-0.08921644	0.11860282	0.088750005	0.07914372	0.1276172	-0.038354144	-0.17076151	0.03657994	-0.06732106	-0.14084408	0.06752714	-0.2172281	-0.112278886	-0.119426176	-0.18743786
0.13419376	0.15192921	-0.029174473	-0.022421133	-0.06368479	-0.10664394	0.114026226	0.057332862	-0.16499883	0.1296556	0.074757084	0.08024193	-0.006827047	-0.002389869	0.068952255	0.034809668
0.011579023	0.045349944	0.020994531	0.06518611	0.06942518	0.0592764	-0.012507037	-0.042858925	-0.12021454	0.044302475	-0.09626258	0.049027994	-0.17029794	-0.16577262	-0.01612538	-0.10220445
0.08820872	0.02945372	-0.016966315	0.028285813	-0.027043695	0.025072582	0.051885985	-0.040100962	-0.08373821	0.037928876	-0.032999154	0.16291837	-0.089579634	-0.05717476	0.041086227	-0.076879084
-0.021507632	-0.08451988	0.08111389	0.14381701	0.07715631	0.055442814	-0.05806745	-0.081941366	0.00534686	-0.025586331	-0.087005	0.09221543	-0.0866824	-0.07490149	-0.0833177	-0.11477185
0.024632545	-0.024003081	0.09232618	0.058901347	0.0654478	0.120395415	-0.02429665	-0.10623756	-0.07928033	-0.0150027955	-0.08372409	0.1206429	-0.112744756	-0.096474886	-0.08562714	-0.15144855
0.07595213	0.034290303	0.017723953	0.040074173	0.029007059	0.049784485	0.06692436	-0.037034106	-0.15663622	0.075349875	0.0028591552	0.081237145	-0.10413728	-0.0289903	0.050676893	-0.023686212
0.09394339	0.043734483	0.055411693	0.050172545	0.048818376	0.10540123	0.09065726	-0.07172861	-0.13500875	0.063627936	-0.09673047	0.09246231	-0.12976089	-0.10816199	0.01157463	-0.11361276
-0.15015565	-0.11298763	0.10428959	0.10881925	0.103931375	0.13426237	-0.15609497	-0.18918853	0.07142882	-0.118753955	-0.17395052	-0.006200844	-0.17198725	-0.2050397	-0.10633101	-0.19024341
0.21285233	0.2879411	-0.19048557	-0.2636613	-0.18493164	-0.22164012	0.29798758	0.25104502	-0.22655438	0.20651554	0.2614435	0.28996634	0.17179455	0.23028153	0.19113842	0.1930176
-0.012125656	0.037331093	0.056365665	0.09616272	0.0058470354	0.0044451025	0.0015108772	-0.023527749	-0.03645693	0.0021103509	-0.036295004	0.02898285	-0.12890601	-0.10027533	-0.042247552	-0.10888684
0.09627859	0.14796759	-0.084240474	-0.095154814	-0.09333758	-0.050496973	0.14448945	0.06560622	-0.07392998	0.10352159	0.11459345	0.11449634	-0.032945164	0.0263372	0.0761966	0.024298359
